x	Y_20181208_15100_11_1g	Y_20181208_15100_15_4g	Y_20181208_15100_15_7g	Y_20181208_15100_16_3g	Y_20181208_15100_18_7g	Y_20181208_15100_24_1g	Y_20181208_15100_24_3g	Y_20181208_15100_5_12g	Y_20181208_15100_8_6g
0	15027.5645	13372.8594	14807.4336	11911.373	13731.9287	10408.9678	12817.2227	10363.1846	11876.585
0.1334	17286.0254	14803.0557	15740.9854	14430.4609	16147.6494	11932.0742	15674.3564	11907.0898	13267.2451
0.2668	17902.2734	15801.623	17008.0273	15994.9414	17441.0371	14663.4766	18404.9785	15430.1406	14108.9287
0.4003	17788.8301	16370.625	19179.2754	16068.001	16639.7754	17215.3281	17334.6934	18385.2402	16154.335
0.5337	18834.0098	16630.6387	18828.3398	16003.3848	16035.9951	18075.084	16997.8281	18520.6504	17953.1719
0.6671	19882.3887	16722.1035	19431.875	15019.1113	15691.5029	16549.8828	15948.2031	17327.2617	18508.2129
0.8005	21390.7051	15747.9971	17905.4277	14616.7686	15821.9961	16136.7754	16622.7578	16526.8516	17469.4395
0.934	21374.9785	15737.123	17170.2617	13119.9443	15966.0645	15936.9082	17293.1426	15600.9111	16692.0977
1.0674	20973.2441	15104.9424	17300.5703	13906.6777	16879.3555	14756.9658	17536.6191	14836.0703	15539.7666
1.2008	18803.375	14563.9062	16520.584	13788.333	17418.0176	14015.0518	17002.4121	14746.749	15282.1982
1.3342	17839.3145	14707.9307	16875.5391	12914.1719	17123.5215	14191.9658	15905.9043	14788.5723	13903.8623
1.4676	15810.7695	15625.9697	16354.4775	13473.5791	16744.9766	13777.4473	14703.4834	14316.9521	14007.0986
1.6011	15508.3359	15861.1387	15418.9404	13486.79	16131.2793	13190.8115	14950.1318	14121.6211	13806.6738
1.7345	14497.7012	15189.2754	15225.0557	13999.0107	14683.4385	12973.2617	13753.7637	13258.4521	13483.334
1.8679	13599.2119	15674.2148	14830.4434	13299.4463	14543.5996	12559.1377	12693.2705	12335.7451	12685.9844
2.0013	13016.3203	15128.0322	13805.0254	13007.5742	13970.8789	12120.1172	12657.2705	12648.3486	12771.6094
2.1347	12465.874	14447.9756	13822.623	12784.2559	13843.1699	11807.4268	12850.459	13060.2754	12849.9629
2.2682	13178.8623	14530.8027	NaN	12177.1387	14054.9248	11880.0928	12271.8232	12811.3936	12860.6592
2.4016	12950.2803	13163.8086	NaN	NaN	12968.5059	11712.1338	NaN	12711.5469	13611.6641
2.535	13434.5693	12090.7324	NaN	NaN	NaN	11865.9092	NaN	12893.1406	14322.0576
2.6684	14258.7275	11433.9443	NaN	NaN	NaN	12144.5127	NaN	13170.2715	NaN
2.8019	14567.0986	10864.8291	NaN	NaN	NaN	10977.8145	NaN	NaN	NaN
2.9353	NaN	10619.5146	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.0687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.2021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3355	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
