x	Y_20181208_15693_10_9g	Y_20181208_15693_2_11g	Y_20181208_15693_2_4g	Y_20181208_15693_5_8g	Y_20181208_15693_6_11g	Y_20181208_15693_7_4g
0	31262.584	32174.6719	26156.2734	30802.0605	30040.7383	29530.4609
0.1334	31571.1582	31658.8262	27092.3496	30279.7988	31673.6289	31732.9004
0.2668	30963.0527	31892.2188	27621.1738	30939.9922	31736.2012	31481.5391
0.4003	32175.543	31186.8457	27838.6328	30483.502	31400.3281	30435.9941
0.5337	32250.8809	31982.5137	26669.9668	30685.1211	29941.1855	31011.3496
0.6671	30811.1855	33337.3984	27389.4648	31255.4902	31514.9102	30442.8594
0.8005	31839.9453	32940.2656	26734.4473	32271.7305	30936.166	30183.5312
0.934	31279.1367	32709.2734	26948.3105	31895.2344	31083.8223	30922.0859
1.0674	32659.1973	33722.5898	28000.0566	31859.1816	32555.7363	30835.5566
1.2008	32152.7324	32261.7031	26822.9805	32246.3398	31416.6699	31925.1973
1.3342	33735.8047	33702.6055	27009.7773	32889.4844	32709.9863	31310.1953
1.4676	33098.4023	36257.9023	27602.584	32533.7305	32307.2871	31439.9531
1.6011	32329.8828	34922.6719	27865.8594	31696.7363	32569.6094	32887.0117
1.7345	34263.8242	35268.6484	27616.127	32762.9688	32210.1113	30891.252
1.8679	33862.168	35585.4023	28070.5801	32153.4824	33122.875	30056.8789
2.0013	34761.6953	36599.6289	28921.8965	31872.5078	32652.793	30348.5996
2.1347	34627.0078	37327.7148	28808.2695	32856.2109	32082.2422	31137.8945
2.2682	34265.7695	37450.5156	27277.4336	32651.3184	33033.1328	31559.5566
2.4016	34829.1797	35609.6133	27329.5938	33649.8789	32238.5195	33524.3281
2.535	35767.5938	36415.1133	29926.4082	33746.5234	33804.4727	33734.75
2.6684	35017.6289	37815.7734	30532.9434	36499.7109	31222.9004	33080.4531
2.8019	35573.8906	40849.5742	32295.3164	44715.1172	34193.0469	35295.0156
2.9353	35598.4414	51252.1992	37539.9805	64578.4492	32583.4492	38354.4609
3.0687	36810.8711	69321.9531	44386.0352	68166.7734	34497.6406	46499.3867
3.2021	40042.3398	75155.3984	47408.3086	55484.0039	38566.1562	57109.7109
3.3355	50472.8125	55309.7383	42389.7852	41172.7773	48011.0547	56064.1094
3.469	54379.5391	44753.3945	33552.3438	34225.6406	56323.332	45376.457
3.6024	48143.1641	43361.625	28836.709	31807.8691	49481.2656	38312.8203
3.7358	40230.7695	NaN	27454.8379	31670.2656	37440.4961	33859.5547
3.8692	35929.1523	NaN	NaN	NaN	35816.0039	31072.084
4.0027	34278.9727	NaN	NaN	NaN	33924.6875	NaN
4.1361	32985.5195	NaN	NaN	NaN	31661.2012	NaN
4.2695	31686.4883	NaN	NaN	NaN	NaN	NaN
4.4029	30983.1406	NaN	NaN	NaN	NaN	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN
4.6698	NaN	NaN	NaN	NaN	NaN	NaN
4.8032	NaN	NaN	NaN	NaN	NaN	NaN
4.9366	NaN	NaN	NaN	NaN	NaN	NaN
5.07	NaN	NaN	NaN	NaN	NaN	NaN
5.2035	NaN	NaN	NaN	NaN	NaN	NaN
5.3369	NaN	NaN	NaN	NaN	NaN	NaN
5.4703	NaN	NaN	NaN	NaN	NaN	NaN
5.6037	NaN	NaN	NaN	NaN	NaN	NaN
