x	Y_20181208_15693b_1_13g	Y_20181208_15693b_10_12g	Y_20181208_15693b_13_12g	Y_20181208_15693b_13_7g	Y_20181208_15693b_2_13g	Y_20181208_15693b_3_1g	Y_20181208_15693b_6_4g	Y_20181208_15693b_7_3g	Y_20181208_15693b_7_9g	Y_20181208_15693b_8_6g
0	10650.0029	10405.6465	11289.8555	10848.3555	11507.2764	9239.1123	10446.0889	11058.1738	15730.8057	9934.7197
0.1334	10579.4004	11328.8721	11687.6299	11591.9912	13362.8213	9844.5625	11788.9502	12384.1104	17467.4023	10379.7549
0.2668	11651.5039	13786.1338	12837.6855	12853.1455	15693.2637	10817.6094	12762.2471	14455.917	16908.5859	10408.9922
0.4003	12890.2822	16380.4971	15065.9238	15289.3174	18774.5918	12751.9531	15383.8379	14800.1758	16124.2148	11313.3574
0.5337	14195.2803	16570.084	15223.9814	16634.7402	20403.7949	15297.4785	16633.4707	14069.4844	15621.3965	13278.1689
0.6671	14187.5928	15052.8076	16149.6406	16086.9697	20798.0898	16041.8652	16103.7949	13788.9492	16566.668	14014.7266
0.8005	14959.9092	14305.1963	16437.8301	15996.9941	18196.0703	15231.8525	14093.3223	13139.0029	16569.2168	13944.1611
0.934	14496.1475	12309.8662	16287.7861	14610.7393	17895.0098	14197.7803	13400.4209	13792.3672	16387.3281	13665.1846
1.0674	15547.3369	12582.541	15496.792	15351.2812	16962.4258	13917.1631	13107.9688	14538.6807	14828.7676	13587.6035
1.2008	16599.4961	13384.9932	15257.9404	14758.3076	16440.8496	13980.5352	13415.918	15162.6768	14045.6172	14588.627
1.3342	16774.5449	13830.6045	14785.4004	14602.8545	15876.5576	14268.3965	13283.4111	14556.2061	14477.915	15219.168
1.4676	15921.5879	14170.5947	13937.6318	14426.1406	15922.2803	14687.4033	14040.2686	15065.291	14310.168	16872.6191
1.6011	16106.96	13151.5957	14385.1758	13970.2686	15745.6016	13729.6768	15476.126	16012.9697	13285.5713	15167.3438
1.7345	16268.9883	12888.0615	14209.5137	13167.9092	15837.6865	15031.1289	14780.5781	15899.918	13631.959	15743.1621
1.8679	15683.4414	13541.9619	13973.4766	12924.3174	14998.1553	14001.3008	15240.7822	15633.6475	13140.458	15475.1895
2.0013	15225.9844	15266.583	14555.2881	13311.8779	14870.8213	14897.0264	16281.8779	15787.9395	13390.5049	15857.3887
2.1347	15502.6406	16342.833	14009.6924	13755.0527	14221.709	15308.4229	16325.6035	14729.3965	12898.7529	16759.5762
2.2682	16401.6875	16319.9355	13064.6289	14158.1777	14264.7139	14277.0254	16270.6514	14640.332	12674.4453	16291.8516
2.4016	18323.1816	16809.7383	12717.3291	14847.3398	14946.7822	13837.5059	16524.7344	14763.2998	12318.2959	15702.7471
2.535	20838.2598	14939.4336	12922.3867	13476.8828	13588.2676	13428.9473	16643.7305	15054.2354	12224.4873	15707.916
2.6684	21367.2891	13877.4951	12348.0137	12711.8672	14005.9092	13049.459	17909.2363	14739.9521	12430.2578	14200.3105
2.8019	20794.2695	13278.3623	12404.6641	12615.8457	13712.6494	13261.3936	17700.8359	13177.3691	11999.9443	13873.9639
2.9353	18674.2852	12212.0674	12735.3574	12292.6504	13747.9902	13182.9492	14568.7646	12439.4189	12110.4102	13529.7119
3.0687	16951.0391	12529.8232	12497.7344	12261.1035	13536.6748	13129.4033	13353.1797	11219.0723	12187.0664	14111.1426
3.2021	15354.1885	12038.0645	11863.1611	12260.7568	14081.7725	12791.6123	12051.9199	11669.4688	12233.2842	13381.3408
3.3355	14150.248	11438.0322	NaN	12046.9746	14091.083	12306.7842	11934.2529	10966.8906	NaN	13388.96
3.469	13386.2363	11147.2734	NaN	11922.6904	NaN	12037.3604	11771.9385	11007.5762	NaN	12338.0186
3.6024	13494.8359	NaN	NaN	12207.2227	NaN	12231.0449	11537.7393	10897.3701	NaN	12441.6719
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10907.5576	NaN	12163.9385
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12584.1709
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12832.2129
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11607.7158
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11655.6367
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12201.5273
4.5363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.6698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.8032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.9366	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.2035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
