x	Y_20181208_15692_31_14g	Y_20181208_15692_31_5g	Y_20181208_15692_32_2g	Y_20181208_15692_32_7g	Y_20181208_15692_33_9g	Y_20181208_15692_37_11g	Y_20181208_15692_38_11g	Y_20181208_15692_38_12g	Y_20181208_15692_39_1g	Y_20181208_15692_41_1g	Y_20181208_15692_42_1g	Y_20181208_15692_43_12g	Y_20181208_15692_43_17g	Y_20181208_15692_43_4g	Y_20181208_15692_44_3g	Y_20181208_15692_45_16g	Y_20181208_15692_46_17g	Y_20181208_15692_46_5g	Y_20181208_15692_46_8g	Y_20181208_15692_47_10g	Y_20181208_15692_47_11g	Y_20181208_15692_47_8g	Y_20181208_15692_6_6g	Y_20181208_15692_7_7g	Y_20181208_15692_8_11g	Y_20181208_15692_8_7g
0	10721.1416	12317.8721	14579.5029	10943.3857	12893.3691	11445.0166	10527.3867	11685.1201	10321.7334	9864.5312	9733.2705	10055.4492	13780.5967	12971.5557	14112.2168	11912.7627	13650.2949	12565.2998	11314.5918	10392.9883	15021.6436	11346.9287	12822.5996	11623.6064	11517.585	12397.8604
0.1334	11381.584	11949.3438	16690.8398	11682.1143	12716.3408	11930.2402	11029.5527	11512.9824	12104.6865	11648.6963	9914.9023	10472.0391	14003.6318	13092.4756	16065.5674	12760.4424	15282.7109	12736.4014	12042.498	11083.0381	17593.6777	12158.5176	14247.5049	12382.624	11077.9062	14195.208
0.2668	12205.707	13044.1318	17027	13636.4648	13768.7373	11779.3574	12246.8457	13510.7344	13286.6914	13531.8809	10014.4609	10733.8359	16828.8848	15655.5527	17026.1758	12926.0928	20522.918	14059.665	13082.1162	13293.7646	20495.7988	14675.2129	16939.7305	14135.6338	11711.1494	18419.3809
0.4003	14944.8467	14074.1533	15998.9453	16511.0293	16155.7686	12726.8955	13149.6211	15681.7939	16586.7402	14841.2344	11538.918	11049.6592	19659.9863	18636.2578	17489.459	13512.8164	21284.1836	14020.4932	16633.5879	16765.2109	19893.7012	19045.5176	19836.8301	15928.1436	13183.4199	20959.123
0.5337	17743.2578	16245.5479	14285.7197	18808.7031	17354.9102	14426.4854	14704.377	17810.7246	21306.9473	14863.3369	14763.0811	12880.208	19962.9004	19919.4316	15246.0547	16284.9727	17928.0059	15740.4473	19108.0039	18022.1562	19173.1094	18774.6113	20461.9102	17522.9785	14816.4023	20239.0781
0.6671	19196.2598	17355.5859	12588.249	17067.5742	17685.9883	16139.5342	16201.6396	18057.4238	25981	13326.6846	17341.8691	14102.7148	19010.875	17762.2812	15324.0674	15742.3877	16031.377	19502.1582	19270.6133	15370.1387	18649.9707	16428.1191	16910.0488	17324.3496	16457.9395	18327.3027
0.8005	18797.4727	15186.2295	12185.8906	15642.043	16912.1602	15412.3623	14630.252	15105.2705	25957.5488	13885.9424	16959.9609	16847.0078	17381.6953	16122.7773	14206.3887	14797.8721	14477.1768	19520.3027	16612.4473	15332.4287	18566.5176	15076.9619	15056.8584	16433.3027	14874.7227	15401.4629
0.934	17240.334	12993.4482	11649.1182	16190.5635	16671.5977	15091.4551	14363.6787	14397.4678	22025.1992	13832.9297	14699.8506	16482.9102	16451.877	14548.5049	13110.9961	13813.4453	14206.1914	16850.1895	15976.8037	15082.1934	16873.5156	13858.6602	13940.4893	14545.2803	14258.1338	13959.9297
1.0674	16486.6348	11706.3105	11365.041	16825.3867	14008.5654	15193.2002	13377.5068	13292.6348	20258.2461	13034.7578	14305.1025	16321.5586	15673.4199	13032.9639	13771.3887	12299.2295	14304.9033	14832.1064	15037.3242	14417.3486	18160.4453	13049.2891	13268.9873	14476.8955	14302.4639	12671.1084
1.2008	14554.0615	12399.6738	11727.4834	15373.1836	12642.9775	14969.3066	13827.9736	13745.8418	17658.6309	13631.5859	14388.4404	16400.6211	14683.7559	12790.6738	14247.3086	12938.4053	14495.833	14469.8271	14980.3154	14319.6455	17310.7598	14829.7998	13034.832	15186.9844	13514.2158	11291.5312
