x	Y_20181208_15100_11_1g	Y_20181208_15100_15_4g	Y_20181208_15100_15_7g	Y_20181208_15100_16_3g	Y_20181208_15100_18_7g	Y_20181208_15100_24_1g	Y_20181208_15100_24_3g	Y_20181208_15100_5_12g	Y_20181208_15100_8_6g
0	29676.5059	33265.5312	31117.1523	30529.9355	33157.457	25040.7012	29322.334	29660.8516	28697.459
0.1334	29239.3047	33590.8281	32890.2969	29444.1016	34740.9023	24921.0059	29661.8242	29020.7949	28449.6113
0.2668	29728.4609	32639.3984	32329.666	29240.625	34642.5469	25178.2949	30503.7656	29058.8711	29890.9238
0.4003	30861.5117	33220.6719	33578.0234	30954.7773	35262.9609	25840.8594	30618.9707	28920.9199	29421.4902
0.5337	31088.6016	34851.5195	33940.8633	29852.2324	35373.793	26973.4688	30775.043	28835.6016	29354.3926
0.6671	31601.6719	34574.9102	33467.8164	29080.4395	35090.2227	26239.5684	30624.1934	29956.3418	29081.918
0.8005	31538.3711	34270.1484	33660.6523	29474.248	34469.8906	25527.2168	29190.2559	29493.2695	29514.7676
0.934	33054.1602	34285.6641	33757.1875	30938.7227	34277.7109	26762.1914	30775.2812	29956.6211	30159.5586
1.0674	31883.3164	33830.7969	32310.873	30547.0664	34686.3398	27679.5898	31599.918	30020.3867	29857.4492
1.2008	32969.9805	34571.2305	33761.9023	33407.3984	34523.6133	30080.0293	31895.4258	31056.4766	30204.1094
1.3342	34925.1641	32801.9375	34866.9375	35541.6523	34083.8047	30117.7559	33893.6406	34133.8477	29849.2129
1.4676	40704.9102	34832.7461	39629.4023	41734.082	35743.2969	31021.7812	39207.2344	33008.5547	31299.0312
1.6011	52340.4492	36817.832	47066.0898	51987.8242	39466.0156	31092.0391	53005.8281	36189.7734	32477.4004
1.7345	62593.5273	39149.832	59664.375	61319.0234	51284.0117	31373.043	71859.9531	43214.25	32581.6738
1.8679	58223.9609	44091.8242	64736.1523	56748.5742	68595.8594	31023.9629	76877.7266	59652.8945	36510.543
2.0013	45734.9141	55310.9844	53609.5977	43935.3086	68052.3125	34275.8164	58233.9336	74765.6016	43882.1289
2.1347	37598.6367	60214.8008	45455.4961	37713.1875	51889.9688	36175.9492	42038.4102	68100.6094	60821.9375
2.2682	35317.8008	55254.6211	NaN	35380.1055	40739.4414	35221.5703	36110.2891	47379.6094	72460.0391
2.4016	35460.5977	42908.8086	NaN	NaN	35931.0625	30260.6484	NaN	38441.3945	61508.8789
2.535	35278.0898	37093.3203	NaN	NaN	NaN	29891.2949	NaN	36019.4414	43851.9648
2.6684	33680.1016	35988.0977	NaN	NaN	NaN	28361.3906	NaN	37236.6016	NaN
2.8019	32827.5859	33456.8203	NaN	NaN	NaN	28747.4375	NaN	NaN	NaN
2.9353	NaN	32621.3223	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.0687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.2021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3355	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
