x	Y_20181208_15693_1_4g	Y_20181208_15693_10_14g	Y_20181208_15693_13_6g	Y_20181208_15693_14_1g	Y_20181208_15693_15_5g	Y_20181208_15693_2_10g	Y_20181208_15693_6_2g	Y_20181208_15693_9_13g	Y_20181208_15693_9_1g
0	10886.4375	13068.7646	11064.502	13523.7559	15215.4395	13015.7656	10633.8965	9025.6963	12538.082
0.1334	10930.0078	14522.5049	11810.6367	14235.8955	17841.6055	13149.5146	11169.6621	9408.7568	15683.1992
0.2668	11580.8535	17196.2012	12324.791	17036.1465	18025.0391	14406.0625	11739.6846	10061.5381	19034.0566
0.4003	11319.0273	20975.1484	11933.4062	18765.0312	15343.8691	15987.1201	13266.1348	11222.0996	19819.6426
0.5337	13267.3926	22846.2422	13889.4561	18228.1816	14141.8926	15367.2451	13094.9639	12150.3701	17922.5605
0.6671	13530.8613	21097.6875	14486.8779	17646.6836	13645.3916	14920.7559	13381.1914	13151.3604	16303.6807
0.8005	12864.0703	16871.4102	13367.8438	17055.8242	13936.0244	15297.7734	13401.5449	14177.4971	15688.8848
0.934	12187.458	14916.6592	11701.7217	16779.0527	13950.7451	14599.2324	12907.5049	14251.7012	15079.7168
1.0674	11236.8594	13765.9141	11973.0703	16096.6465	13646.7617	13035.9785	11623.5625	14973.2803	13548.7158
1.2008	11107.8535	12914.9648	12108.5986	15852.8789	13000.6064	12281.1064	11148.7588	14501.7969	12866.6777
1.3342	10866.877	12984.0879	13165.459	15358.3213	12065.9854	12321.877	10964.1641	14319.5303	13207.4443
1.4676	12190.1289	12491.6484	13156.5869	14269.9482	12107.0869	12589.0576	10523.1484	13017.917	12475.916
1.6011	12824.6523	12306.7061	13035.8926	13722.8506	11112.9551	11743.4209	11055.6631	12219.9922	13000.1689
1.7345	11944.5957	13261.6758	13414.1885	12304.4004	11554.5283	11287.6133	10997.3818	12494.209	12686.8838
1.8679	12584.5713	14579.1484	13425.3389	11741.2861	11412.8545	11911.4521	11374.2861	13391.5889	12530.8662
2.0013	13565.9736	16031.8838	12005.7646	11750.1738	12110.5879	12443.8867	11543.0527	12880.6943	12596.0664
2.1347	14189.5596	18559.7207	11990.3076	12197.9639	12114.4688	13554.9854	11319.1992	13243.8242	12255.6963
2.2682	12913.5557	18176.1543	11661.0479	13218.6094	12130.792	13909.7861	11907.7061	13017.5518	11979.5967
2.4016	13741.2715	17148.9727	11432.9395	13740.1816	12519.8301	13511.626	11999.5791	12715.4023	12226.0986
2.535	12487.0352	16327.5	11724.5977	13831.7676	12450.8525	13131.6025	12207.4688	11729.4111	12091.2314
2.6684	11992.3721	15337.7891	12005.8154	13750.3799	13501.2607	13726.8076	12212.7607	11753.3652	11974.8877
2.8019	12586.8516	14574.835	11738.7979	12966.4238	12902.707	14394.6992	11810.2891	11385.0889	10809.6992
2.9353	12134.791	14140.832	12083.9512	12853.0977	NaN	16147.2197	11539.5283	10949.4482	11588.1895
3.0687	12109.2002	14258.3672	13239.8604	11949.9795	NaN	15959.9062	11444.1055	10959.2002	11871.3047
3.2021	NaN	13360.0215	12912.2607	13044.3721	NaN	14014.4912	11476.7402	11479.8662	12064.5566
3.3355	NaN	13035.957	NaN	12294.8359	NaN	13799.3848	11728.0498	11389.4629	NaN
3.469	NaN	12799.5596	NaN	11827.6826	NaN	12677.1787	11304.4443	11613.3105	NaN
3.6024	NaN	12360.6592	NaN	11984.9346	NaN	13506.7979	11250.5264	11565.9902	NaN
3.7358	NaN	12162.4678	NaN	NaN	NaN	13416.6172	11466.7656	11514.0635	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11131.8213	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10653.167	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11014.9951	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11313.5615	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11354.2217	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.6698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.8032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.9366	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.2035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.3369	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.4703	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.6037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.7371	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.8706	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
