x	Y_20181208_15693_1_4g	Y_20181208_15693_10_14g	Y_20181208_15693_13_6g	Y_20181208_15693_14_1g	Y_20181208_15693_15_5g	Y_20181208_15693_2_10g	Y_20181208_15693_6_2g	Y_20181208_15693_9_13g	Y_20181208_15693_9_1g
0	28825.6777	32932.3594	27771.9668	28023.5703	31897.0566	32144.1387	30880.9922	25970.9512	28280.5605
0.1334	29376.8105	31987.9844	30015.7031	29245.5332	31190.7695	31309.8125	30019.4297	26909.3496	29141.2246
0.2668	29354.8027	31661.8027	27564.2168	29264.8359	29825.4434	30451.8398	29891.8262	27759.8125	27442.6152
0.4003	29641.5566	31690.2891	28230.2988	27637.0391	29231.1797	32180.9219	29801.1074	28910.207	28011.7188
0.5337	29845.3477	33169.2422	28350.3359	26491.5293	30477.8613	31317.9199	30001.5098	29377.2207	30089.5039
0.6671	28821.7969	32938.3867	28847.084	25635.6016	30625.6875	29876.3516	29254.9688	29450.3262	28971.5684
0.8005	29684.3125	32488.7734	28396.8945	24849.6387	29660.5234	30209.4961	28872.2949	30247.9434	28060.5098
0.934	30601.6777	32226.6152	28918.7266	26018.5605	29123.6406	32707.2617	29678.8242	29962.3711	28392.2773
1.0674	27830.8496	32596.1016	28792.2812	27608.0293	29207.2949	30478.3398	30327.7461	29443.6777	28873.6758
1.2008	31704.2207	31945.7266	27852.5469	25881.2227	30151.1172	30614.1055	27884.25	30448.043	29563.1816
1.3342	30345.0625	30997.0781	28691.6895	25535.1172	29373.9004	32703.793	27023.6016	31089.3066	30317.2891
1.4676	30947.5781	31579.0312	29084.1992	24675.875	31176.166	32056.5195	28353.3301	30313.2168	30132.4883
1.6011	29852.6953	32627.8594	27392.3379	25522.1582	33486.2891	31210.7812	28397.3984	30490.6973	29564.3164
1.7345	31445.877	33737.0117	28712.5332	25948.4258	36697.1289	30775.4629	29498.5605	28218.4004	28339.9082
1.8679	32487.9043	32833.5977	28818.6133	24902.1035	42062.3203	31664.6172	29618.041	29299.791	30278
2.0013	33980.4688	32850.375	28369.4336	25268.5586	42141.2461	32281.291	30791.9023	29453.5859	31281.5391
2.1347	34712.6914	35108.1953	30504.2852	25730.7266	38129.418	31142.9375	31640.6426	29204.873	31313.3398
2.2682	39359.4961	35371.4961	32143.0684	26525.3848	35212.4219	30188.9023	34311.1992	29567.1191	33542.3555
2.4016	43252.4258	37779.832	36162.5938	28070.1172	33455.7734	33071.2773	35256.6445	29226.2637	36707.3281
2.535	48068.9453	41789.9805	46418.0273	33786.5391	31351.3184	36766.9609	42968.6367	28020	45274.4727
2.6684	49360.2188	55919.7852	62068.7852	44896.7266	32230.5957	44706.7109	57001.4531	28183.2148	63989.6914
2.8019	37825.4258	81359.4297	54832.9219	59087.9648	32097.3027	53565.9336	69391.4766	29912.7734	77666.0312
2.9353	34215.5	93566.8984	40891.6211	55709.0039	NaN	49371.5703	59949.6367	29793.6426	63939.0312
3.0687	32358	77335.8359	32268.2148	39928.7344	NaN	40581.8359	44854.8555	30629.9062	44857.9961
3.2021	NaN	49686.8672	28915.7891	29637.2852	NaN	35329.3164	34930.9062	33378.918	42396.6055
3.3355	NaN	39020.1445	NaN	29329.0449	NaN	35769.0898	31147.6387	44177.8945	NaN
3.469	NaN	37385	NaN	27158.293	NaN	35118.8086	32052.332	58801.5859	NaN
3.6024	NaN	35632.1016	NaN	26350.7207	NaN	35111.8086	31150.5312	57709.7617	NaN
3.7358	NaN	35356.4453	NaN	NaN	NaN	33556.9297	29427.166	44851.1445	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36748.3477	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33174.4102	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31168.793	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30463.6914	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30869.4785	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.6698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.8032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.9366	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.2035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.3369	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.4703	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.6037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.7371	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.8706	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
