x	Y_20181208_15100b_1_3g	Y_20181208_15100b_13_15g	Y_20181208_15100b_14_4g	Y_20181208_15100b_19_1g	Y_20181208_15100b_19_4g	Y_20181208_15100b_19_9g	Y_20181208_15100b_24_1g	Y_20181208_15100b_26_3g
0	11261.1875	15257.4395	10851.1064	10668.9414	14568.96	10815.6309	10090.8252	11347.9688
0.1334	10938.9219	17121.7461	10053.4697	12235.9561	17395.7871	11247.1777	11616.0342	12719.5254
0.2668	11293.3516	17724.793	9911.2119	14571.8311	19998.2441	11840.0264	13459.4619	14856.1143
0.4003	12708.6904	17506.4316	10460.623	16156.332	19546.709	13482.4512	15140.0137	15391.7207
0.5337	14902.6436	18191.584	10641.9443	15883.7617	16756.6992	15917.0908	16042.3809	15384.4883
0.6671	16301.7061	17613.1562	13211.5449	14284.6309	16579.1543	15767.6035	16215.9541	15712.9795
0.8005	15781.7422	17012.0332	14641.5391	14084.2803	15224.3223	14662.1602	15568.7119	16257.7109
0.934	15155.0391	17419.9062	15240.0605	13401.623	16063.3916	14167.0752	14572.8496	15989.4209
1.0674	14971.1631	17027.7871	14474.1953	13006.4414	15342.1309	14967.6191	14542.0732	15565.4355
1.2008	15120.7881	16985.332	14194.7627	12384.9756	13428.709	14546.1045	12941.166	15806.3574
1.3342	15339.1523	16785.6406	13983.8008	12884.293	14391.2715	13627.0537	12607.6865	15276.0293
1.4676	15006.917	16488.0918	13749.9316	12972.9111	14304.9668	14058.4404	13378.21	16024.0127
1.6011	14665.4678	16613.8828	14185.3428	13576.9795	13946.5254	13839.7412	13347.7422	16107.8818
1.7345	14332.7949	16573.3086	13883.3535	12822.7324	13665.5469	13294.5811	13286.418	14937.667
1.8679	14136.9102	16324.2207	13852.0645	12218.3535	13027.9512	12565.5654	12151.1064	13547.4141
2.0013	14676.6934	15299.9053	12645.999	12702.9346	11856.6914	13359.6406	12330.3477	13121.0615
2.1347	15022.543	14120.4238	12018.5459	13271.8584	11505.7383	13363.8037	11872.8721	12690.4297
2.2682	14336.3594	14132.5791	12136.7871	13802.9521	11794.2744	13495.5947	11236.4668	11929.7314
2.4016	14131.5898	12424.2852	12430.6338	12652.9307	11614.457	13538.8535	12040.792	11529.6904
2.535	13491.2344	11659.8691	12382.6338	11791.2676	11488.6025	13179.7568	11493.3896	11184.5264
2.6684	13154.2383	11775.874	12307.7852	11751.5986	11810.626	11950.2646	11083.5	11415.0234
2.8019	13949.1357	12367.6094	12017.6484	11843.7549	NaN	12357.5908	11177.6045	11061.6396
2.9353	13084.1885	11847.1279	12363.3926	11068.0137	NaN	11910.2773	11154.3887	11441.2451
3.0687	12336.2266	10847.3271	11918.3125	11598.4873	NaN	NaN	10619.915	NaN
3.2021	NaN	NaN	12284.459	NaN	NaN	NaN	10628.7354	NaN
3.3355	NaN	NaN	NaN	NaN	NaN	NaN	10274.499	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
