x	Y_20181208_15100_16_3g
0	11911.373
0.1334	14430.4609
0.2668	15994.9414
0.4003	16068.001
0.5337	16003.3848
0.6671	15019.1113
0.8005	14616.7686
0.934	13119.9443
1.0674	13906.6777
1.2008	13788.333
1.3342	12914.1719
1.4676	13473.5791
1.6011	13486.79
1.7345	13999.0107
1.8679	13299.4463
2.0013	13007.5742
2.1347	12784.2559
2.2682	12177.1387
2.4016	NaN
2.535	NaN
2.6684	NaN
2.8019	NaN
2.9353	NaN
3.0687	NaN
3.2021	NaN
3.3355	NaN
3.469	NaN
3.6024	NaN
3.7358	NaN
3.8692	NaN
4.0027	NaN
