x	Y_20180212_14590_14_1g
0	37744.473
0.1334	37758.305
0.2668	37266.004
0.4003	38533.23
0.5337	38911.895
0.6671	39964.797
0.8005	39789.145
0.934	38647.75
1.0674	39533.691
1.2008	39520.312
1.3342	42916.809
1.4676	45894.652
1.6011	52976.066
1.7345	71198.109
1.8679	86284.922
2.0013	74858.234
2.1348	58602.598
2.2682	49544.199
2.4016	45376.141
2.535	NaN
2.6684	NaN
2.8019	NaN
2.9353	NaN
