x	Y_20181208_15100_18_3g	Y_20181208_15100_19_5g	Y_20181208_15100_4_1g	Y_20181208_15100_5_9g	Y_20181208_15100_6_11g	Y_20181208_15100_7_4g
0	10428.2412	10752.9453	9780.1348	11026.3779	12492.9893	10794.1699
0.1334	11645.6758	12351.6084	10437.6309	11563.4609	14847.3066	12844.6074
0.2668	14675.0156	13877.5381	12501.1689	13387.9443	17032.1035	18490.5469
0.4003	16705.1582	16846.5215	16494.0371	15589.3428	20325.498	24526.3594
0.5337	18220.6211	18440.2266	18777.6602	17725.6191	20176.1465	25499.1582
0.6671	18286.7832	16763.0684	17169.1328	18992.3086	17803.0996	20149.3867
0.8005	18228.2539	16313.3721	14987.5938	16904.6074	17284.2832	17160.8594
0.934	16143.9551	16331.7861	13753.8232	14137.0195	16710.6543	17168.3223
1.0674	14694.5576	15380.1006	13467.5049	14395.0586	16571.9609	16096.1104
1.2008	14384.9375	15151.6523	14001.29	14834.917	16769.5	16249.6543
1.3342	15073.9131	15585.3662	13198.4248	14546.7227	16285.3467	17124.748
1.4676	14373.2129	15532.1572	14403.918	16535.8418	16267.7529	18051.1172
1.6011	13806.2383	14526.6709	12923.3867	18173.7559	15506.1836	18482.0879
1.7345	13344.8828	12506.0986	12632.0127	20139.8457	15917.8828	18336.0898
1.8679	12515.7803	11626.3125	11917.4434	18858.1035	15542.3721	16904.0098
2.0013	12050.8291	11512.6338	11886.0547	16647.5391	14675.6162	15346.4648
2.1347	13193.9102	11072.5361	12664.9502	14424.748	14674.0557	14214.4404
2.2682	13444.2383	10723.9922	12610.4756	13251.333	14912.5117	13866.6475
2.4016	14398.9102	11047.0391	13721.8262	12967.6357	14993.8867	14621.7012
2.535	14900.1162	11521.8154	15020.9551	13421.8916	15818.3613	15196.0244
2.6684	14369.3887	11546.6885	14481.0771	13363.8311	14075.4922	15557.6797
2.8019	13268.9648	12069.9307	15131.5352	14203.3174	12126.4189	16526.5859
2.9353	12894.7744	11947.835	13269.7598	13936.54	12484.4121	16222.583
3.0687	12132.873	12603.3467	11966.0439	13068.3936	11554.0957	17815.1562
3.2021	12746.9717	11976.9355	12183.3467	13677.5967	11979.5186	17074.5566
3.3355	12562.8027	12321.8818	12334.2529	13832.752	12691.1934	16519.6309
3.469	12879.2949	11966.3838	12039.0557	13211.375	12601.2031	14378.8467
3.6024	NaN	11900.6357	12283.5674	13203.3486	12726.625	12704.9697
3.7358	NaN	NaN	12096.084	13101.1514	12083.0488	12948.543
3.8692	NaN	NaN	11853.5137	13183.3984	NaN	12136.0186
4.0027	NaN	NaN	11993.0996	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN
