x	Y_20180212_14590_37_2g
0	12994.413
0.1334	12816.968
0.2668	14485.306
0.4003	17501.23
0.5337	19057.574
0.6671	17831.572
0.8005	17294.789
0.934	16385.121
1.0674	15671.622
1.2008	15078.219
1.3342	13997.041
1.4676	13875.673
1.6011	14244.223
1.7345	13218.276
1.8679	12711.566
2.0013	13026.738
2.1348	12781.741
2.2682	13657.926
2.4016	15019.73
2.535	16046.7
2.6684	14994.523
2.8019	15692.518
2.9353	15396.693
3.0687	NaN
3.2021	NaN
