x	Y_20180212_14590b_20_3g
0	40064.125
0.1334	41620.207
0.2668	39862.059
0.4003	38888.34
0.5337	38487.777
0.6671	40153.992
0.8005	41521.703
0.934	40362.707
1.0674	40404.621
1.2008	40486.543
1.3342	42014.125
1.4676	44530.051
1.6011	44535.066
1.7345	50504.953
1.8679	65382.461
2.0013	87844.891
2.1348	136121.594
2.2682	167796.922
2.4016	143675.406
2.535	94261.82
2.6684	65558.422
2.8019	NaN
2.9353	NaN
3.0687	NaN
3.2021	NaN
