x	Y_20181208_15692_32_7g	Y_20181208_15692_33_9g	Y_20181208_15692_42_1g	Y_20181208_15692_43_17g	Y_20181208_15692_46_5g	Y_20181208_15692_46_8g	Y_20181208_15692_47_8g	Y_20181208_15692_6_6g	Y_20181208_15692_8_7g
0	10943.3857	12893.3691	9733.2705	13780.5967	12565.2998	11314.5918	11346.9287	12822.5996	12397.8604
0.1334	11682.1143	12716.3408	9914.9023	14003.6318	12736.4014	12042.498	12158.5176	14247.5049	14195.208
0.2668	13636.4648	13768.7373	10014.4609	16828.8848	14059.665	13082.1162	14675.2129	16939.7305	18419.3809
0.4003	16511.0293	16155.7686	11538.918	19659.9863	14020.4932	16633.5879	19045.5176	19836.8301	20959.123
0.5337	18808.7031	17354.9102	14763.0811	19962.9004	15740.4473	19108.0039	18774.6113	20461.9102	20239.0781
0.6671	17067.5742	17685.9883	17341.8691	19010.875	19502.1582	19270.6133	16428.1191	16910.0488	18327.3027
0.8005	15642.043	16912.1602	16959.9609	17381.6953	19520.3027	16612.4473	15076.9619	15056.8584	15401.4629
0.934	16190.5635	16671.5977	14699.8506	16451.877	16850.1895	15976.8037	13858.6602	13940.4893	13959.9297
1.0674	16825.3867	14008.5654	14305.1025	15673.4199	14832.1064	15037.3242	13049.2891	13268.9873	12671.1084
1.2008	15373.1836	12642.9775	14388.4404	14683.7559	14469.8271	14980.3154	14829.7998	13034.832	11291.5312
1.3342	14206.4502	13038.0713	14903.2744	14002.2744	13630.0928	14626.6631	14810.8145	12696.7734	11359.3682
1.4676	13233.2168	11794.8652	14000.1904	13051.5293	12898.0117	14836.2539	15600.7627	12213.3467	11402.7197
1.6011	13103.5586	11912.3916	14089.4277	13958.8574	12136.4346	14152.2422	15888.3027	12660.959	11506.4678
1.7345	13414.0908	11895.6055	14917.5156	14719.5674	11635.8389	13935.9795	14018.6953	12757.833	11658.125
1.8679	15413.8506	11946.2627	15918.6445	15140.2119	12056.9736	14176.4463	12770.5918	11810.6377	12090.2148
2.0013	16659.1777	13085.9512	14471.041	15471.7422	12160.3984	14584.208	12660.833	12704.1953	12131.6084
2.1347	15494.4209	12838.335	13412.8223	15008.8574	12786.9668	13698.1191	12847.6387	13928.5635	12047.2959
2.2682	14701.4404	12372.7285	13182.0342	14311.1094	13551.2324	13087.4238	12166.0762	13539.4932	12046.0986
2.4016	14141.0254	12106.4902	11523.7734	13915.7637	12722.5664	13139.2119	11368.29	14103.4971	11932.8047
2.535	13811.0859	11873.168	11296.4707	13899.6406	13953.3359	12005.6396	11374.6953	13607.1484	12032.1162
2.6684	13579.2686	11335.75	10558.375	13886.0479	13586.416	11836.6279	10948.6709	13640.917	11399.373
2.8019	13270.7275	11296.0459	11015.8369	13614.2168	14121.6318	12358.0693	10961.5918	12385.373	11418.3799
2.9353	13022.2988	10843.8389	11406.8418	13301.4688	13004.6768	12722.6523	11396.6455	12817.8379	11961.8467
3.0687	12432.2812	10674.1201	12006.3359	12944.627	12209.7949	12510.0225	10738.9912	12912.8262	11987.9209
3.2021	12616.0615	10774.0674	12044.0244	13234.5322	12703.1885	12150.6533	11490.8652	13129.4023	12680.9639
3.3355	NaN	10894.373	12146.4316	13354.3857	12010.3408	12633.0176	NaN	NaN	NaN
3.469	NaN	10189.8301	NaN	NaN	11847.5889	12763.1182	NaN	NaN	NaN
3.6024	NaN	10374.9326	NaN	NaN	NaN	12005.0732	NaN	NaN	NaN
3.7358	NaN	10555.8506	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	10686.3818	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.6698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
