x	Y_20181208_15692b_10_3g	Y_20181208_15692b_11_11g	Y_20181208_15692b_11_20g	Y_20181208_15692b_11_3g	Y_20181208_15692b_11_7g	Y_20181208_15692b_11_9g	Y_20181208_15692b_12_8g	Y_20181208_15692b_14_3g	Y_20181208_15692b_15_1g	Y_20181208_15692b_17_5g	Y_20181208_15692b_8_9g
0	9635.8721	10882.5049	12278.8135	10848.7539	11739.6074	10202.8672	11305.1348	11926.9434	10945.041	10471.2158	12766.9658
0.1334	10083.5557	12160.7393	12872.3271	11159.3389	13618.1621	11516.7061	11889.917	13234.9473	11679.2529	11933.9385	13968.2588
0.2668	12620.5264	15850.4727	14852.6719	13636.9775	16236.8848	13662.5186	13576.8896	15500.7969	13516.6963	13049.3828	16549.6133
0.4003	14369.2881	16834.2402	16064.8535	16332.2969	18193.2188	16228.9092	17631.7969	17084.791	14132.0361	14962.8604	19230.166
0.5337	14539.3193	15604.8027	15744.1846	15989.8643	18638.0547	16398.3926	19238.1055	19265.2168	13584.8008	15824.0732	19784.332
0.6671	14031.3721	14670.75	14938.6338	14567.6016	18538.1367	15722.2295	19366.918	18860.4473	13842.8936	16703.8301	18235.1992
0.8005	14102.4043	13655.8896	13382.8096	14601.0166	17412.5469	16037.9219	16424.5215	17251.8926	13444.9023	17831.6797	16573.3086
0.934	14936.7441	13655.1904	12824.8203	13758.6992	16513.4746	15719.1562	15587.0625	16204.751	13778.0039	17226.1777	14449.5518
1.0674	16204.3682	14082.5283	12497.8037	13994.9678	16422.4727	16013.8457	15629.7822	15089.9004	14332.2246	16184.1406	14008.5107
1.2008	14780.1377	14021.2607	12822.6494	13426.3799	15623.5947	16323.5635	15609.1484	14919.377	13370.877	15884.5879	13817.8652
1.3342	15307.1533	14086.1943	12566.9473	14298.0635	15263.6816	15061.7256	14816.0654	14338.25	13444.5547	14866.085	13765.0908
1.4676	14043.1318	13790.5664	13321.5068	14382.8418	14678.8047	14518.834	15487.1484	13812.3994	13097.8271	15556.2246	14074.8486
1.6011	13684.293	13056.1484	13529.792	13631.541	15196.749	15248.9961	15097.9951	12601.4014	12910.0918	14343.6006	12281.3887
1.7345	14386.1387	13117.8691	12777.9717	12924.6885	13904.0127	16138.8848	14160.4277	12283.5879	12133.9453	13949.2861	12233.7754
1.8679	14597.6416	14196.3818	12021.292	12429.6436	13267.9717	15973.9072	13209.0254	11980.4307	11750.9404	13122.623	11417.0039
2.0013	13919.4141	NaN	11316.3223	12808.6074	13257.4121	14419.6104	12933.5674	11535.3398	12159.1895	13312.79	11570.8828
2.1347	13809.3037	NaN	11013.0088	12642.1113	13139.6729	14710.4023	11599.6953	11706.5703	11837.9551	12884.3857	11283.5322
2.2682	12864.5557	NaN	10706.252	NaN	12963.0137	14907.7441	11421.9453	11566.0488	10803.5869	12320.7568	11460.0586
2.4016	12783.9521	NaN	NaN	NaN	12223.0049	14827.5488	11456.0342	11244.9326	10721.1445	12924.0674	11787.1191
2.535	11711.1064	NaN	NaN	NaN	11581.585	13130.084	11104.7139	10570.9785	10886.6758	12431.6963	NaN
2.6684	11614.7139	NaN	NaN	NaN	NaN	12394.4893	10892.3428	10789.4199	NaN	NaN	NaN
2.8019	11431.8779	NaN	NaN	NaN	NaN	12818.2109	NaN	NaN	NaN	NaN	NaN
2.9353	11834.791	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.0687	11196.833	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.2021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3355	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
