x	Y_20181208_15692_36_10g	Y_20181208_15692_38_19g	Y_20181208_15692_38_8g	Y_20181208_15692_44_5g	Y_20181208_15692_44_9g	Y_20181208_15692_8_2g
0	9848.9502	10221.5244	9440.2939	9603.9463	9432.0664	9691.5332
0.1334	10003.5039	10617.9023	8940.541	9869.5244	10533.5518	10621.2568
0.2668	11860.7979	11244.2695	9001.3525	10502.8945	11896.6816	12419.793
0.4003	15335.0254	12474.8076	9979.6299	11841.2793	14866.5449	15578.877
0.5337	18333.0566	14833.9648	11301.1992	16221.4355	16240.4404	18429.5293
0.6671	17985.2227	17055.8633	13768.4609	21583.9102	14720.2227	17629.4863
0.8005	16823.1719	15606.5342	16874.4453	23901.8906	13154.8779	16659.6504
0.934	15807.0645	15800.75	18403.418	21180.8281	12371.9473	17610.2988
1.0674	14481.4375	14724.373	16211.2295	19085.3633	12191.5908	16625.7344
1.2008	14716.3291	13769.6172	15372.5312	17808.5078	13572.8037	16769.0684
1.3342	13542.7266	14188.9287	14648.9238	16617.0332	13985.416	16353.4941
1.4676	13996.2021	13775.3691	15155.4004	16939.0215	13438.8555	16432.252
1.6011	14294.3721	14632.8252	14157.9482	16151.5967	12973.6738	15407.6191
1.7345	13683.5342	15242.6973	13470.1416	15992.5088	13189.2529	15360.915
1.8679	12713.1299	15421.0869	13897.7773	15922.9004	13404.2656	15340.1357
2.0013	12974.0361	14176.4385	12954.9082	15300.9619	13482.6846	16418.1191
2.1347	13863.3125	13160.7412	13254.0508	14625.7314	13362.5762	15723.0127
2.2682	13787.2676	13210.1016	12749.0283	13865.2832	12901.4814	15808.3721
2.4016	13469.2422	12251.4746	12829.0684	13565.7168	12890.9746	16375.9551
2.535	13273.6133	12367.999	13862.7266	13503.0732	13225.1582	16427.8359
2.6684	13148.1641	12287.0049	13763.7705	13189.6172	13136.9492	16631.4688
2.8019	13166.5049	12897.7822	15133.9961	12966.9541	12587.2236	15927.2715
2.9353	12734.4033	12003.2695	15158.0859	12522.2002	12640.7246	16319.9053
3.0687	12168.3457	12394.4502	15144.2891	12226.291	12939.1055	15541.4609
3.2021	12540.7383	12913.8262	15007.043	12202.9609	12531.3291	16707.7773
3.3355	12156.8008	12475.6738	14587.8467	12837.3418	11821.7754	15722.0195
3.469	11931.4336	12250.4707	14872.7529	12309.4658	11740.9531	13782.707
3.6024	11257.9336	12231.2539	14178.1279	12454.5264	11587.7275	13379.0781
3.7358	10769.9922	12173.8926	13746.293	12024.3193	12827.7451	12217.8203
3.8692	NaN	NaN	13209.1152	11444.8945	NaN	11679.5693
4.0027	NaN	NaN	12598.1973	11264.4619	NaN	11986.9277
4.1361	NaN	NaN	12633.9033	11045.9131	NaN	NaN
4.2695	NaN	NaN	11452.1924	11280.002	NaN	NaN
4.4029	NaN	NaN	11877.623	NaN	NaN	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN
4.6698	NaN	NaN	NaN	NaN	NaN	NaN
