x	Y_20180212_14590b_1_4g
0	38271.246
0.1334	38845.836
0.2668	39237.859
0.4003	38685.219
0.5337	38862.512
0.6671	38744.973
0.8005	39119.441
0.934	38659.906
1.0674	38219.66
1.2008	38918.809
1.3342	40128.871
1.4676	40019.371
1.6011	39614.051
1.7345	40404.793
1.8679	41330.125
2.0013	41180.906
2.1348	44617.887
2.2682	46331.289
2.4016	52954.348
2.535	67117.711
2.6684	93523.852
2.8019	111338.445
2.9353	94368.195
3.0687	65069.352
3.2021	49528.688
