X,Y
0.00000,39397.375
0.13342,40880.363
0.26684,42053.656
0.40027,40404.957
0.53369,40416.711
0.66711,40265.453
0.80053,39688.078
0.93395,38163.953
1.06737,38664.902
1.20080,37597.766
1.33422,38552.875
1.46764,38509.238
1.60106,35885.691
1.73448,36862.328
1.86791,37639.660
2.00133,38293.520
2.13475,41122.152
2.26817,41674.164
2.40159,41899.820
2.53502,44370.176
2.66844,50996.547
2.80186,68299.734
2.93528,83727.672
3.06870,87919.047
3.20212,101425.250
3.33555,110952.234
3.46897,91625.469
3.60239,64082.898
3.73581,47027.219
3.86923,40741.090
4.00266,40378.672
