X,Y
0.00000,40088.551
0.13342,39971.629
0.26684,39480.289
0.40027,39531.051
0.53369,41044.539
0.66711,40830.582
0.80053,43634.848
0.93395,46314.965
1.06737,55582.332
1.20080,76772.797
1.33422,123928.422
1.46764,158317.219
1.60106,132004.812
1.73448,79798.250
1.86791,55965.004
