X,Y
0.00000,16863.381
0.13342,22022.014
0.26684,31636.471
0.40027,43342.520
0.53369,41591.266
0.66711,32147.037
0.80053,26150.160
0.93395,22108.855
1.06737,20383.871
1.20080,20505.031
1.33422,20758.432
1.46764,20356.229
1.60106,20232.301
1.73448,18682.449
1.86791,17404.537
2.00133,16250.278
2.13475,16755.721
2.26817,17665.748
2.40159,18068.473
2.53502,17732.701
2.66844,17030.418
2.80186,15943.066
2.93528,15024.090
3.06870,15517.373
3.20212,16953.596
3.33555,17968.523
3.46897,19097.773
3.60239,18085.305
3.73581,17985.145
3.86923,17039.551
4.00266,17926.436
4.13608,18357.234
