X,Y
0.00000,13225.085
0.13342,13981.663
0.26684,18258.523
0.40027,26758.053
0.53369,35348.312
0.66711,35584.941
0.80053,28303.102
0.93395,22589.547
1.06737,21883.967
1.20080,20964.834
1.33422,21083.871
1.46764,22033.867
1.60106,22056.154
1.73448,22558.975
1.86791,23140.572
2.00133,24005.314
2.13475,21642.742
2.26817,20447.482
2.40159,17382.768
2.53502,16428.260
2.66844,17141.371
2.80186,18584.496
2.93528,19994.287
3.06870,20818.932
3.20212,21135.168
3.33555,22061.994
3.46897,22334.842
3.60239,20884.248
3.73581,18515.932
3.86923,18231.881
4.00266,18544.088
4.13608,19419.268
4.26950,18491.295
4.40292,18656.350
4.53634,18465.943
4.66976,17007.611
4.80319,15930.633
4.93661,15279.752
5.07003,16734.023
5.20345,18121.777
