X,Y
0.00000,34255.184
0.13342,35745.781
0.26684,35001.379
0.40027,33273.930
0.53369,33679.438
0.66711,33897.727
0.80053,33641.395
0.93395,33310.789
1.06737,34376.883
1.20080,33774.211
1.33422,32814.250
1.46764,33359.047
1.60106,33673.797
1.73448,34346.508
1.86791,33486.641
2.00133,32791.180
2.13475,32340.438
2.26817,33556.289
2.40159,34226.652
2.53502,35828.191
2.66844,40455.289
2.80186,52844.836
2.93528,78533.773
3.06870,94711.812
3.20212,79664.664
3.33555,56373.676
3.46897,42361.828
3.60239,38205.180
3.73581,38436.445
