X,Y
0.00000,33553.707
0.13342,33098.523
0.26684,32312.170
0.40027,32732.373
0.53369,34625.609
0.66711,33038.922
0.80053,33452.371
0.93395,33570.188
1.06737,32634.627
1.20080,34464.566
1.33422,32582.729
1.46764,33910.676
1.60106,33297.875
1.73448,33784.898
1.86791,32133.822
2.00133,32205.600
2.13475,33758.254
2.26817,33514.949
2.40159,34493.242
2.53502,34879.441
2.66844,36194.664
2.80186,37723.863
2.93528,39994.293
3.06870,46868.055
3.20212,62512.770
3.33555,83480.992
3.46897,84268.883
3.60239,60544.434
3.73581,44477.328
