X,Y
0.00000,36693.133
0.13342,37641.652
0.26684,38486.137
0.40027,37589.637
0.53369,38329.312
0.66711,38054.902
0.80053,38181.047
0.93395,39675.148
1.06737,38101.504
1.20080,37921.031
1.33422,38059.707
1.46764,38787.652
1.60106,37871.238
1.73448,38561.340
1.86791,38425.008
2.00133,39839.820
2.13475,39373.180
2.26817,40554.082
2.40159,41066.086
2.53502,40358.719
2.66844,41013.387
2.80186,43237.641
2.93528,50399.832
3.06870,60853.566
3.20212,91845.312
3.33555,152193.734
3.46897,187361.016
3.60239,143687.031
3.73581,88878.164
3.86923,58441.707
