X,Y
0.00000,11324.677
0.13342,12146.190
0.26684,15602.647
0.40027,16584.770
0.53369,14865.056
0.66711,13740.023
0.80053,13600.765
0.93395,13188.334
1.06737,12703.850
1.20080,12737.605
1.33422,12731.571
1.46764,13572.683
1.60106,14403.413
1.73448,14509.856
1.86791,15255.014
2.00133,15190.688
2.13475,15235.763
2.26817,14766.825
2.40159,14962.246
2.53502,15179.032
2.66844,14766.331
2.80186,14116.719
2.93528,13123.068
3.06870,12173.266
3.20212,12713.579
3.33555,13016.630
3.46897,12870.218
3.60239,12398.398
3.73581,13424.186
