X,Y
0.00000,15013.130
0.13342,14842.841
0.26684,13663.451
0.40027,13431.221
0.53369,13529.489
0.66711,14506.795
0.80053,14892.708
0.93395,14806.470
1.06737,14188.979
1.20080,14898.423
1.33422,14867.774
1.46764,14841.660
1.60106,14973.367
1.73448,15120.338
1.86791,14511.047
2.00133,14695.785
2.13475,14928.768
2.26817,15073.420
2.40159,14371.973
2.53502,14420.636
2.66844,14561.885
2.80186,14215.533
2.93528,14327.957
3.06870,13198.214
3.20212,14327.296
3.33555,14855.353
3.46897,14605.588
3.60239,15035.828
3.73581,15340.679
3.86923,15808.307
4.00266,16151.870
4.13608,19738.832
4.26950,25400.773
4.40292,27016.088
4.53634,23972.346
4.66977,19658.018
4.80319,16747.479
4.93661,17284.617
