X,Y
0.00000,13595.524
0.13342,13965.883
0.26684,15296.811
0.40027,18494.188
0.53369,23165.840
0.66711,24416.215
0.80053,22664.295
0.93395,20379.418
1.06737,17849.994
1.20080,18191.354
1.33422,17487.195
1.46764,17861.949
1.60106,17132.320
1.73448,15846.505
1.86791,16976.031
2.00133,17562.873
2.13475,16005.761
2.26817,14984.680
2.40159,14252.986
2.53502,13959.102
2.66844,14069.756
2.80186,14243.957
2.93528,14283.919
3.06870,14549.921
3.20212,14314.278
3.33555,13901.209
3.46897,14243.788
3.60239,15619.564
3.73581,16653.680
3.86923,14451.096
4.00266,13337.125
4.13608,13351.896
