X,Y
0.00000,39996.074
0.13342,37447.730
0.26684,37298.945
0.40027,37457.633
0.53369,39027.430
0.66711,38213.574
0.80053,37867.691
0.93395,37503.781
1.06737,38204.445
1.20080,38317.051
1.33422,39049.176
1.46764,39851.434
1.60106,39852.742
1.73448,39521.332
1.86791,38954.062
2.00133,38757.406
2.13475,40509.664
2.26817,41998.164
2.40159,43410.109
2.53502,56498.633
2.66844,80042.055
2.80186,99618.773
2.93528,82235.172
3.06870,60789.070
3.20212,47584.230
3.33555,42919.707
3.46897,40374.199
3.60239,39578.711
