X,Y
0.00000,38895.082
0.13342,37931.840
0.26684,38880.324
0.40027,39235.285
0.53369,38301.535
0.66711,36986.852
0.80053,37257.668
0.93395,36684.098
1.06737,37244.012
1.20080,37127.270
1.33422,37730.012
1.46764,37910.598
1.60106,38534.777
1.73448,38880.758
1.86791,37914.812
2.00133,38954.547
2.13475,37458.457
2.26817,36752.641
2.40159,39338.371
2.53502,39571.121
2.66844,43300.969
2.80186,48639.875
2.93528,63100.105
3.06870,86440.758
3.20212,83937.711
3.33555,61795.355
3.46897,46715.113
3.60239,42255.262
