X,Y
0.00000,37883.242
0.13342,39237.887
0.26684,37196.164
0.40027,37023.230
0.53369,39588.672
0.66711,37684.648
0.80053,39049.914
0.93395,40081.941
1.06737,38283.121
1.20080,40280.750
1.33422,40972.199
1.46764,38977.145
1.60106,38797.871
1.73448,41781.645
1.86791,41748.965
2.00133,42176.230
2.13475,39913.285
2.26817,38961.207
2.40159,39133.473
2.53502,38488.117
2.66844,38884.926
2.80186,37950.758
2.93528,40088.988
3.06870,42976.105
3.20212,49139.969
3.33555,62571.496
3.46897,77847.391
3.60239,85262.047
3.73581,91956.344
3.86923,86679.039
4.00266,64660.043
