X,Y
0.00000,38460.125
0.13342,37016.336
0.26684,36626.219
0.40027,38543.676
0.53369,38844.098
0.66711,37728.621
0.80053,39636.266
0.93395,38190.797
1.06737,39717.039
1.20080,40427.812
1.33422,38668.008
1.46764,41587.039
1.60106,41864.062
1.73448,42621.297
1.86791,42799.516
2.00133,43786.969
2.13475,43686.945
2.26817,44486.027
2.40159,44744.695
2.53502,46584.211
2.66844,50903.848
2.80186,65970.734
2.93528,112163.016
3.06870,157164.125
3.20212,152055.562
3.33555,95466.117
3.46897,61684.516
3.60239,50860.855
