X,Y
0.00000,32622.400
0.13342,33234.711
0.26684,33799.395
0.40027,33016.711
0.53369,33542.430
0.66711,31838.340
0.80053,32809.629
0.93395,33366.148
1.06737,34401.441
1.20080,34957.090
1.33422,35091.512
1.46764,33344.660
1.60106,33603.766
1.73448,34311.895
1.86791,36369.820
2.00133,33200.891
2.13475,33919.520
2.26817,34541.715
2.40159,33636.637
2.53502,33023.719
2.66844,33513.812
2.80186,33246.016
2.93528,36030.980
3.06870,36642.926
3.20212,35016.031
3.33555,32798.363
3.46897,36043.812
3.60239,35963.535
3.73581,35552.062
3.86923,36755.969
4.00266,40262.203
4.13608,46095.895
4.26950,60816.355
4.40292,86534.531
4.53634,90670.820
4.66976,66227.086
4.80319,48528.816
4.93661,40739.004
