X,Y
0.00000,14918.098
0.13342,19874.494
0.26684,26208.643
0.40027,29055.137
0.53369,24972.029
0.66711,21584.398
0.80053,19587.139
0.93395,19944.207
1.06737,19931.617
1.20080,19250.449
1.33422,19520.367
1.46764,19903.869
1.60106,20393.646
1.73448,20074.779
1.86791,20016.572
2.00133,19718.719
2.13475,18495.684
2.26817,17400.590
2.40159,17417.068
2.53502,17180.371
2.66844,15889.647
2.80186,16823.039
2.93528,17998.791
3.06870,19796.604
3.20212,20476.176
3.33555,19879.527
3.46897,17085.027
3.60239,16233.807
3.73581,15231.098
3.86923,15117.085
