X,Y
0.00000,13795.599
0.13342,15011.795
0.26684,20179.369
0.40027,29157.402
0.53369,39035.707
0.66711,40888.285
0.80053,35632.797
0.93395,31344.809
1.06737,27709.027
1.20080,25067.512
1.33422,22882.828
1.46764,22530.432
1.60106,21297.139
1.73448,23065.277
1.86791,24029.305
2.00133,23081.912
2.13475,21914.797
2.26817,22671.090
2.40159,21495.646
2.53502,20103.092
2.66844,18393.580
2.80186,17483.729
2.93528,17788.643
3.06870,16346.515
3.20212,16789.441
3.33555,17733.625
3.46897,17991.436
3.60239,16579.410
3.73581,15998.984
3.86923,15867.870
4.00266,16580.834
4.13608,16361.300
4.26950,14592.925
4.40292,14739.368
4.53634,15423.857
4.66976,15224.146
4.80319,14003.463
4.93661,13299.760
