X,Y
0.00000,13045.184
0.13342,15086.302
0.26684,18713.533
0.40027,22586.693
0.53369,23226.750
0.66711,21116.168
0.80053,20610.891
0.93395,21564.848
1.06737,22090.236
1.20080,21442.562
1.33422,21396.754
1.46764,21657.264
1.60106,21430.219
1.73448,21777.867
1.86791,22975.682
2.00133,21803.410
2.13475,20176.809
2.26817,20092.621
2.40159,19998.242
2.53502,19952.312
2.66844,20468.805
2.80186,20497.041
2.93528,19659.074
3.06870,19198.434
3.20212,17844.592
3.33555,16531.648
3.46897,15790.205
3.60239,15017.732
3.73581,15153.002
3.86923,15121.124
4.00266,15050.900
