X,Y
0.00000,36969.082
0.13342,39609.301
0.26684,38794.875
0.40027,40498.129
0.53369,39297.465
0.66711,41033.672
0.80053,39632.629
0.93395,39255.363
1.06737,39694.953
1.20080,40610.973
1.33422,39608.926
1.46764,38503.219
1.60106,40883.730
1.73448,41310.691
1.86791,39568.398
2.00133,38380.973
2.13475,37481.660
2.26817,37343.148
2.40159,37795.336
2.53502,37627.449
2.66844,38975.070
2.80186,37619.293
2.93528,36161.320
3.06870,38847.434
3.20212,39252.625
3.33555,41014.238
3.46897,47049.191
3.60239,59009.387
3.73581,65584.430
3.86923,61867.613
4.00266,55234.117
4.13608,57547.691
