X,Y
0.00000,10839.830
0.13342,12169.727
0.26684,12916.111
0.40027,15409.924
0.53369,19667.486
0.66711,21721.711
0.80053,20195.219
0.93395,19408.084
1.06737,19086.947
1.20080,17704.795
1.33422,16063.123
1.46764,15079.278
1.60106,13906.280
1.73448,14051.732
1.86791,14642.507
2.00133,14698.228
2.13475,14937.583
2.26817,15940.942
2.40159,15525.444
2.53502,14621.933
2.66844,14655.438
2.80186,14325.271
2.93528,13267.955
3.06870,12436.079
3.20212,11242.556
3.33555,11172.962
3.46897,11443.781
3.60239,11244.813
3.73581,11379.542
