X,Y
0.00000,13502.260
0.13342,14127.848
0.26684,15380.755
0.40027,16616.947
0.53369,20187.350
0.66711,19316.418
0.80053,18774.988
0.93395,18257.236
1.06737,16904.920
1.20080,15747.353
1.33422,16360.698
1.46764,16350.097
1.60106,16145.362
1.73448,14225.563
1.86791,14077.055
2.00133,14122.390
2.13475,13633.755
2.26817,13565.555
2.40159,14455.512
2.53502,13513.955
