X,Y
0.00000,15794.958
0.13342,15593.510
0.26684,15716.433
0.40027,16047.490
0.53369,15820.979
0.66711,15094.035
0.80053,15505.970
0.93395,15161.793
1.06737,15086.405
1.20080,15974.913
1.33422,16668.535
1.46764,16412.818
1.60106,16111.178
1.73448,15640.430
1.86791,16077.762
2.00133,16322.142
2.13475,16143.789
2.26817,16899.283
2.40159,17422.713
2.53502,20066.078
2.66844,27925.158
2.80186,51823.055
2.93528,74315.344
3.06870,65045.477
3.20212,41954.461
3.33555,27918.936
3.46897,22030.623
3.60239,18646.846
3.73581,17038.561
