X,Y
0.00000,11377.644
0.13342,12244.957
0.26684,14423.243
0.40027,18030.195
0.53369,19582.787
0.66711,18285.707
0.80053,16362.234
0.93395,15722.723
1.06737,15549.070
1.20080,16086.511
1.33422,14976.033
1.46764,14144.562
1.60106,13777.767
1.73448,13637.401
1.86791,13300.568
2.00133,13388.730
2.13475,12884.649
2.26817,13502.783
2.40159,13148.712
2.53502,13313.508
2.66844,13775.440
2.80186,14196.947
2.93528,16110.906
3.06870,18900.143
3.20212,17644.949
3.33555,15626.968
3.46897,14012.797
3.60239,12687.573
3.73581,12878.570
3.86923,12274.368
4.00266,12089.210
4.13608,12457.857
