X,Y
0.00000,34529.801
0.13342,34762.965
0.26684,35055.703
0.40027,34242.941
0.53369,34003.422
0.66711,34505.016
0.80053,35475.227
0.93395,35723.820
1.06737,37972.992
1.20080,38206.844
1.33422,38497.387
1.46764,37419.812
1.60106,39494.227
1.73448,38232.137
1.86791,39675.602
2.00133,38536.309
2.13475,36568.262
2.26817,35964.824
2.40159,36576.578
2.53502,36526.703
2.66844,36122.637
2.80186,35962.262
2.93528,37585.223
3.06870,38050.602
3.20212,38111.230
3.33555,37368.387
3.46897,35458.371
3.60239,37819.762
3.73581,42750.125
3.86923,53392.422
4.00266,70190.688
4.13608,79450.219
4.26950,64260.285
4.40292,44330.508
4.53634,36981.863
