X,Y
0.00000,12966.981
0.13342,12165.196
0.26684,12383.645
0.40027,15083.014
0.53369,20269.346
0.66711,21768.699
0.80053,19445.621
0.93395,16531.455
1.06737,16119.415
1.20080,16868.414
1.33422,17232.094
1.46764,16092.895
1.60106,17225.869
1.73448,16990.848
1.86791,18819.670
2.00133,19423.316
2.13475,20003.029
2.26817,19733.346
2.40159,18985.977
2.53502,19403.613
2.66844,18109.736
2.80186,18071.125
2.93528,16992.301
3.06870,16444.676
3.20212,17972.559
3.33555,16752.166
3.46897,15481.401
3.60239,15317.072
3.73581,16112.466
3.86923,15569.668
4.00266,17130.855
4.13608,16634.021
4.26950,15599.552
4.40292,13656.765
4.53634,11797.967
