X,Y
0.00000,17469.506
0.13342,18087.938
0.26684,19246.768
0.40027,21356.715
0.53369,24482.033
0.66711,23216.453
0.80053,24919.229
0.93395,26263.172
1.06737,25092.871
1.20080,25402.146
1.33422,25140.941
1.46764,23313.764
1.60106,25673.934
1.73448,24689.750
1.86791,23034.621
2.00133,23721.672
2.13475,21388.291
2.26817,19836.318
2.40159,19208.557
2.53502,19304.719
2.66844,19951.980
2.80186,19661.068
2.93528,20194.070
3.06870,20321.920
3.20212,20245.348
3.33555,20587.270
3.46897,19832.018
3.60239,20234.195
3.73581,19950.934
3.86923,20855.133
4.00266,20219.559
4.13608,20417.902
4.26950,21015.352
4.40292,20305.150
4.53634,18667.031
4.66976,17437.135
4.80319,15984.774
4.93661,14809.378
5.07003,14306.645
