X,Y
0.00000,12011.039
0.13342,11826.413
0.26684,13476.790
0.40027,16100.091
0.53369,17188.113
0.66711,15743.455
0.80053,16114.670
0.93395,15639.493
1.06737,15705.726
1.20080,15841.726
1.33422,15884.737
1.46764,15667.912
1.60106,16061.373
1.73448,15655.207
1.86791,16044.456
2.00133,15325.865
2.13475,14351.544
2.26817,13515.855
2.40159,15043.184
2.53502,15226.355
2.66844,15298.074
2.80186,15978.241
2.93528,14761.852
3.06870,14463.323
3.20212,13412.872
3.33555,13177.229
3.46897,12818.647
3.60239,12680.785
3.73581,12931.348
3.86923,12403.844
